transaction_id,merchant_id,category,region,channel,merchant_segment,transaction_date,amount,status
27079,1895,Grocery,South,Online,Small,2026-02-18,604.5,Approved
27080,2220,Grocery,North,In-Store,Medium,2025-11-18,243.79,Approved
27081,1057,Travel,North,Online,Large,2025-10-13,9335.99,Declined
27082,2447,Electronics,West,Online,Small,2025-08-31,3274.0,Approved
27083,2492,Electronics,North,Online,Medium,2026-06-19,20464.77,Declined
27084,1623,Fuel,North,In-Store,Medium,2025-08-27,1785.0,Approved
27085,1047,Fuel,South,In-Store,Medium,2026-05-27,3038.48,Approved
27086,2458,Travel,South,Online,Medium,2025-07-05,5794.41,Declined
27087,2208,Restaurant,North,Online,Medium,2025-08-18,1169.1,Declined
27088,2902,Restaurant,West,In-Store,Small,2026-02-26,585.47,Approved
27089,1838,Fuel,North,Online,Medium,2025-11-06,1318.83,Approved
27090,1164,Retail,North,In-Store,Small,2026-03-13,1381.97,Approved
27091,2750,Retail,North,Online,Medium,2025-07-12,1009.56,Declined
27092,2354,Retail,East,Online,Medium,2025-12-29,1473.33,Approved
27093,1329,Retail,North,Online,Small,2026-03-02,1513.03,Approved
27094,2144,Travel,East,In-Store,Small,2026-06-10,12681.34,Declined
27095,1212,Electronics,North,In-Store,Small,2025-10-11,1681.63,Approved
27096,2846,Retail,West,Online,Small,2025-12-03,1189.18,Declined
27097,1506,Grocery,North,In-Store,Small,2026-04-05,1423.57,Approved
27098,2576,Grocery,South,Online,Small,2026-01-02,564.68,Approved
27099,2888,Travel,East,Online,Small,2026-04-27,9285.74,Declined
27100,1915,Retail,,In-Store,Small,2025-10-08,890.56,Approved
27101,1800,Electronics,North,In-Store,Medium,2025-10-13,9398.57,Approved
27102,1167,Retail,East,Online,Small,2025-10-14,1724.4,Approved
27103,1994,Retail,North,In-Store,Small,2026-06-16,1490.32,Approved
27104,2569,Grocery,West,In-Store,Small,2025-11-22,348.33,Approved
27105,1829,Fuel,East,In-Store,Medium,2026-01-28,2289.23,Approved
27106,1995,Travel,West,Online,Small,2026-06-02,19527.16,Approved
27107,1986,Grocery,West,Online,Small,2026-05-25,73.65,Approved
27108,1786,Retail,South,In-Store,Medium,2026-05-17,1927.33,Approved
27109,1426,Restaurant,South,In-Store,Small,2025-08-29,51.71,Approved
27110,2732,Restaurant,North,Online,Small,2025-10-04,478.67,Approved
27111,2726,Restaurant,West,In-Store,Medium,2025-07-11,857.38,Approved
27112,2244,Restaurant,West,In-Store,Large,2025-08-01,2739.61,Approved
27113,2015,Travel,East,In-Store,Small,2025-12-13,18791.95,Approved
27114,2033,Restaurant,South,In-Store,Medium,2026-02-26,942.75,Approved
27115,2143,Electronics,West,In-Store,Small,2025-11-27,10641.31,Approved
27116,2658,Fuel,East,Online,Small,2025-08-15,1294.34,Approved
27117,2270,Retail,North,In-Store,Medium,2026-06-24,4155.26,Approved
27118,2383,Retail,North,In-Store,Large,2026-01-20,2839.61,Declined
27119,2932,Retail,East,In-Store,Medium,2025-11-05,1129.99,Approved
27120,2244,Grocery,East,In-Store,Medium,2026-04-29,1060.38,Declined
27121,1772,Grocery,North,In-Store,Medium,2025-08-30,3170.84,Declined
27122,2529,Retail,West,In-Store,Small,2025-10-09,3471.3,Approved
27123,2081,Retail,South,In-Store,Small,2026-03-03,1337.55,Approved
27124,2850,Grocery,North,In-Store,Small,2026-05-03,844.96,Approved
27125,2483,Travel,East,Online,Medium,2025-12-04,3217.17,Declined
27126,2151,Grocery,West,Online,Small,2026-04-17,3061.2,Approved
27127,2722,Fuel,North,In-Store,Small,2025-08-26,541.1,Approved
27128,1716,Grocery,North,In-Store,Medium,2025-09-29,2032.19,Approved
27129,1085,Retail,East,In-Store,Medium,2025-11-07,679.79,Approved
27130,1103,Grocery,North,In-Store,Small,2025-08-08,556.15,Declined
27131,1142,Retail,North,Online,Small,2026-06-21,1145.94,Approved
27132,1204,Grocery,North,Online,Small,2026-05-22,1346.57,Approved
27133,1640,Electronics,West,Online,Small,2025-07-21,4365.17,Approved
27134,2781,Retail,East,Online,Medium,2025-10-11,128.21,Approved
27135,2061,Restaurant,East,In-Store,Medium,2025-12-25,365.68,Approved
27136,2386,RETAIL,North,Online,Small,2025-09-06,960.27,Approved
27137,2644,Restaurant,South,Online,Large,2026-05-17,650.67,Approved
27138,2332,Grocery,South,In-Store,Medium,2025-12-22,735.98,Approved
27139,2075,Grocery,West,In-Store,Large,2025-11-01,2109.38,Approved
27140,1000,Retail,North,In-Store,Small,2025-07-10,158.67,Approved
27141,1010,Retail,North,Online,Medium,2026-06-21,758.41,Approved
27142,2849,Travel,West,In-Store,Medium,2026-05-30,13196.45,Approved
27143,1746,Restaurant,North,In-Store,Medium,2026-03-24,358.4,Approved
27144,2663,GROCERY,East,Online,Small,2026-04-21,1727.9,Approved
27145,2959,Travel,North,Online,Small,2026-06-15,4430.32,Declined
27146,2237,Grocery,East,In-Store,Large,2026-03-12,481.24,Approved
27147,1955,Grocery,South,Online,Small,2026-03-23,3290.56,Approved
27148,1754,Grocery,West,Online,Small,2026-04-25,2517.54,Approved
27149,2579,Restaurant,North,In-Store,Medium,2025-08-25,217.43,Approved
27150,1517,Electronics,North,In-Store,Small,2025-12-24,5962.1,Approved
27151,2691,Grocery,East,Online,Large,2025-08-27,1107.0,Approved
27152,2438,Grocery,West,In-Store,Small,2025-10-14,408.7,Approved
27153,2031,Retail,North,In-Store,Small,2026-06-01,1810.37,Approved
27154,1004,Restaurant,West,In-Store,Medium,2026-01-21,1691.8,Approved
27155,2385,Electronics,South,In-Store,Large,2025-09-09,10065.97,Approved
27156,1693,Retail,North,In-Store,Small,2026-05-13,2100.61,Approved
27157,1111,Travel,East,Online,Small,2025-12-26,9685.06,Declined
27158,2003,Travel,East,In-Store,Large,2025-09-13,1404.72,Approved
27159,1272,Travel,West,Online,Medium,2026-04-30,5622.27,Declined
27160,1421,Restaurant,North,In-Store,Small,2025-08-09,714.29,Approved
27161,1264,Retail,East,Online,Small,2026-03-14,1666.85,Approved
27162,2481,Restaurant,East,Online,Small,2026-01-15,993.18,Declined
27163,1211,Retail,West,Online,Small,2025-08-13,1666.0,Approved
27164,2101,Fuel,South,In-Store,Small,2026-06-25,321.12,Approved
27165,1781,Retail,North,Online,Medium,2025-12-19,170.8,Approved
27166,1665,Electronics,South,Online,Small,2026-06-05,12419.98,Approved
27167,2244,Retail,South,In-Store,Small,2025-12-19,392.76,Approved
27168,1368,Electronics,South,In-Store,Large,2025-10-19,5875.58,Approved
27169,1957,Retail,East,Online,Small,2026-06-12,2529.76,Approved
27170,1346,Retail,North,In-Store,Large,2025-10-19,3165.69,Approved
27171,1024,Grocery,North,In-Store,Small,2026-03-10,2134.13,Approved
27172,1975,Travel,South,In-Store,Small,2025-07-14,13974.79,Approved
27173,2443,Retail,East,In-Store,Small,2026-05-15,1478.33,Approved
27174,2377,Restaurant,West,In-Store,Medium,2026-02-10,598.33,Approved
27175,2743,Restaurant,East,Online,Small,2025-12-08,877.96,Approved
27176,1416,Grocery,South,Online,Medium,2025-11-01,449.08,Approved
27177,1514,Fuel,West,Online,Small,2025-08-29,355.98,Approved
27178,1214,Restaurant,North,Online,Medium,2026-01-10,883.62,Approved
27179,2930,Travel,West,In-Store,Small,2025-12-13,1141.72,Declined
27180,2135,Restaurant,South,In-Store,Small,2026-01-02,228.61,Approved
27181,1953,Retail,North,In-Store,Small,2026-05-09,3221.5,Approved
27182,2727,Retail,East,In-Store,Small,2026-05-02,2331.59,Approved
27183,1913,Grocery,South,Online,Small,2025-07-03,941.58,Approved
27184,2582,Restaurant,East,Online,Small,2026-03-29,1251.94,Approved
27185,1427,Electronics,East,In-Store,Small,2025-09-17,8986.47,Approved
27186,1732,Restaurant,South,Online,Large,2025-09-09,845.99,Approved
27187,1698,Grocery,West,In-Store,Small,2025-12-16,3670.16,Approved
27188,2585,Grocery,South,In-Store,Small,2025-12-06,1259.15,Approved
27189,2732,Retail,West,Online,Medium,2025-09-18,871.15,Approved
27190,1215,Grocery,,In-Store,Medium,2026-05-14,646.24,Approved
27191,1412,Restaurant,North,Online,Medium,2026-06-20,1945.51,Approved
27192,2756,Restaurant,East,In-Store,Small,2026-06-18,701.29,Approved
27193,1379,Restaurant,East,Online,Small,2025-08-30,785.64,Approved
27194,2625,Retail,East,In-Store,Small,2026-01-07,4133.79,Approved
27195,1231,Restaurant,,In-Store,Small,2025-11-07,171.86,Approved
27196,1834,Retail,North,In-Store,Small,2026-02-21,2923.74,Approved
27197,1257,Restaurant,South,Online,Large,2026-06-25,882.01,Approved
27198,2688,Restaurant,South,In-Store,Large,2025-08-21,673.45,Approved
27199,2279,Fuel,South,Online,Medium,2026-01-06,1167.53,Approved
27200,1402,ELECTRONICS,West,Online,Large,2025-09-28,9642.03,Approved
27201,1423,Restaurant,West,In-Store,Small,2026-03-16,1787.94,Approved
27202,1769,Grocery,North,Online,Medium,2025-09-26,825.25,Approved
27203,1064,Grocery,East,Online,Medium,2025-12-19,212.09,Approved
27204,1189,Restaurant,East,In-Store,Medium,2025-07-29,1834.47,Approved
27205,2626,Retail,South,Online,Medium,2026-06-13,868.33,Approved
27206,1949,Fuel,South,In-Store,Small,2026-04-28,1709.21,Approved
27207,1172,Grocery,East,Online,Small,2026-04-11,796.73,Declined
27208,1758,Grocery,South,Online,Medium,2026-02-03,1429.6,Approved
27209,2791,Travel,East,Online,Small,2025-07-29,4962.8,Declined
27210,1627,Grocery,West,Online,Large,2026-03-17,643.19,Approved
27211,1560,Travel,West,In-Store,Large,2026-05-14,6945.73,Approved
27212,2250,Grocery,South,In-Store,Small,2026-06-12,1789.94,Approved
27213,2000,Grocery,South,Online,Large,2025-08-13,1255.4,Approved
27214,2604,Restaurant,West,In-Store,Large,2025-11-20,524.78,Declined
27215,2957,Grocery,North,Online,Small,2025-09-27,1709.5,Approved
27216,2411,Grocery,West,Online,Medium,2025-12-24,1266.31,Approved
27217,1400,Restaurant,South,Online,Small,2026-01-24,1588.84,Approved
27218,1637,Retail,South,Online,Small,2026-02-11,430.48,Approved
27219,1948,Electronics,South,Online,Small,2026-05-18,3439.59,Approved
27220,1212,Fuel,North,In-Store,Small,2025-07-10,1576.48,Approved
27221,1052,Electronics,West,In-Store,Small,2026-06-11,13028.74,Approved
27222,1623,Restaurant,West,In-Store,Medium,2025-12-11,1193.38,Approved
27223,2694,Retail,South,Online,Small,2025-12-03,1852.12,Approved
27224,1751,Restaurant,North,In-Store,Medium,2025-11-05,657.63,Approved
27225,1661,Grocery,South,Online,Medium,2026-01-11,350.63,Approved
27226,1138,Grocery,North,In-Store,Small,2026-04-25,669.94,Approved
27227,1417,Electronics,West,In-Store,Small,2026-03-01,2609.85,Approved
27228,2648,Electronics,East,Online,Medium,2026-06-29,5065.42,Approved
27229,1142,Restaurant,West,Online,Small,2026-02-05,1245.76,Approved
27230,2905,Restaurant,West,In-Store,Small,2025-10-02,167.87,Approved
27231,1508,Fuel,East,In-Store,Medium,2026-01-09,2346.66,Approved
27232,1649,Electronics,South,In-Store,Small,2025-08-25,2298.25,Approved
27233,1485,Retail,South,Online,Medium,2025-07-28,1841.2,Approved
27234,1991,Retail,North,In-Store,Small,2025-07-06,2021.64,Approved
27235,2460,Travel,West,In-Store,Small,2025-08-09,1677.31,Declined
27236,2839,Travel,North,Online,Medium,2026-06-21,2086.3,Approved
27237,1542,Retail,North,In-Store,Medium,2025-11-22,804.48,Approved
27238,1292,Retail,South,Online,Small,2025-07-08,809.46,Approved
27239,2643,Grocery,South,Online,Small,2026-04-28,1784.45,Approved
27240,2307,Restaurant,North,In-Store,Medium,2025-07-30,535.91,Approved
27241,1670,Fuel,South,In-Store,Small,2026-06-16,936.1,Approved
27242,1837,Retail,South,Online,Small,2026-05-31,2985.73,Approved
27243,2037,Travel,West,In-Store,Small,2026-03-21,7438.48,Approved
27244,1633,Travel,South,In-Store,Small,2026-06-22,9452.56,Approved
27245,2750,Retail,West,Online,Medium,2025-08-18,622.63,Approved
27246,1271,Retail,North,In-Store,Small,2026-06-22,4325.17,Approved
27247,2048,Travel,South,Online,Small,2025-08-15,5551.04,Approved
27248,2958,Restaurant,South,In-Store,Large,2025-07-27,367.71,Approved
27249,1321,Retail,South,Online,Small,2026-02-24,3225.51,Approved
27250,1805,Restaurant,South,Online,Large,2026-02-12,984.01,Approved
27251,2704,Restaurant,North,In-Store,Medium,2025-07-07,356.48,Approved
27252,2126,Fuel,West,Online,Medium,2026-06-13,748.76,Approved
27253,2889,Grocery,West,Online,Small,2025-10-29,2392.26,Approved
27254,1882,Restaurant,West,In-Store,Small,2025-11-07,1515.47,Approved
27255,2063,Fuel,East,In-Store,Small,2026-04-25,603.94,Approved
27256,1234,Restaurant,East,In-Store,Small,2026-02-06,437.45,Approved
27257,1831,Restaurant,South,In-Store,Small,2025-12-24,1258.79,Approved
27258,2112,Restaurant,West,In-Store,Small,2025-12-02,237.55,Approved
27259,2123,Grocery,East,Online,Medium,2026-05-03,903.92,Declined
27260,1143,Travel,West,Online,Small,2026-01-03,11552.93,Declined
27261,2105,Restaurant,South,Online,Small,2025-07-02,572.67,Approved
27262,1588,Restaurant,South,Online,Small,2025-07-22,1794.75,Approved
27263,2594,Travel,North,In-Store,Small,2026-03-23,1866.63,Approved
27264,1228,Grocery,South,In-Store,Small,2026-02-13,386.29,Approved
27265,2626,Electronics,South,In-Store,Medium,2026-05-28,6347.8,Declined
27266,2889,Retail,South,Online,Medium,2026-06-17,2601.82,Approved
27267,2418,Grocery,South,In-Store,Medium,2025-08-22,1412.7,Approved
27268,2536,Grocery,West,Online,Medium,2025-12-31,2392.7,Approved
27269,2804,Grocery,South,In-Store,Large,2025-10-05,3221.23,Approved
27270,2821,Retail,West,In-Store,Medium,2025-12-11,408.06,Approved
27271,2220,Restaurant,North,In-Store,Small,2026-03-02,585.93,Approved
27272,1273,Grocery,East,Online,Medium,2026-01-02,882.31,Approved
27273,1589,Grocery,East,Online,Medium,2025-09-20,751.61,Approved
27274,1652,Restaurant,North,In-Store,Small,2026-04-24,583.23,Declined
27275,2823,Retail,North,In-Store,Small,2026-01-20,582.43,Approved
27276,1582,Retail,South,Online,Small,2026-01-19,1218.03,Approved
27277,1967,Restaurant,East,In-Store,Medium,2026-02-04,839.23,Approved
27278,2585,Retail,West,In-Store,Medium,2026-05-05,719.27,Approved
27279,2990,Restaurant,North,In-Store,Large,2026-06-15,1114.54,Approved
27280,1371,Retail,South,In-Store,Medium,2025-08-07,1199.56,Approved
27281,2904,Retail,North,In-Store,Small,2025-08-25,1772.83,Approved
27282,2103,Travel,West,In-Store,Small,2026-04-11,14708.81,Approved
27283,2258,Restaurant,North,Online,Small,2026-04-17,936.96,Approved
27284,2310,Travel,West,In-Store,Small,2025-12-29,9386.23,Approved
27285,1818,Restaurant,West,Online,Small,2025-09-21,277.36,Approved
27286,2690,Retail,North,In-Store,Small,2025-12-29,562.73,Approved
27287,1571,Travel,North,In-Store,Large,2026-05-04,7217.96,Approved
27288,1544,Grocery,South,In-Store,Medium,2025-10-06,1051.25,Approved
27289,2460,Grocery,West,In-Store,Medium,2026-02-17,764.36,Approved
27290,1126,Restaurant,North,In-Store,Medium,2025-12-05,2153.25,Approved
27291,1732,Travel,South,In-Store,Small,2026-06-11,3979.77,Approved
27292,2735,Retail,East,In-Store,Medium,2025-07-23,1823.9,Approved
27293,1416,Grocery,East,Online,Medium,2025-07-05,1451.0,Approved
27294,1637,Retail,South,In-Store,Small,2025-08-05,404.82,Approved
27295,1040,Grocery,West,In-Store,Medium,2025-07-13,1096.47,Approved
27296,1786,Grocery,South,In-Store,Medium,2026-03-20,1478.46,Approved
27297,2492,Electronics,East,In-Store,Small,2026-04-11,5953.42,Approved
27298,1296,Fuel,East,In-Store,Large,2025-12-25,3616.49,Approved
27299,2620,Fuel,,In-Store,Medium,2025-12-01,918.07,Approved
27300,2624,Travel,South,In-Store,Small,2026-06-03,31533.69,Approved
27301,1041,Electronics,South,In-Store,Medium,2026-03-16,5348.04,Approved
27302,1631,Restaurant,South,In-Store,Small,2025-09-06,827.86,Declined
27303,2302,RESTAURANT,North,Online,Small,2025-10-26,557.97,Approved
27304,2482,Travel,East,In-Store,Small,2026-04-03,15045.99,Approved
27305,1032,Fuel,West,In-Store,Medium,2025-09-25,796.28,Approved
27306,2299,Grocery,West,Online,Medium,2025-11-30,2073.25,Approved
27307,1664,Retail,East,In-Store,Small,2025-10-03,1605.7,Approved
27308,2113,Grocery,East,In-Store,Small,2025-07-13,2027.15,Approved
27309,1615,Restaurant,East,In-Store,Small,2025-09-20,826.2,Approved
27310,1947,Retail,East,In-Store,Medium,2025-08-09,1825.89,Approved
27311,2547,Restaurant,North,In-Store,Small,2026-05-03,1293.18,Declined
27312,1159,Restaurant,South,In-Store,Small,2026-02-05,503.83,Approved
27313,2952,Retail,North,In-Store,Small,2026-05-14,1945.62,Approved
27314,1457,Grocery,South,Online,Small,2026-02-07,572.34,Declined
27315,2731,Travel,North,Online,Medium,2025-11-02,11161.28,Declined
27316,1398,Restaurant,North,Online,Small,2025-09-11,273.13,Approved
27317,2842,Retail,East,In-Store,Medium,2025-08-25,1046.23,Approved
27318,2797,Grocery,East,Online,Large,2025-12-01,1168.11,Approved
27319,2114,Fuel,South,Online,Large,2026-01-27,534.5,Declined
27320,2732,Electronics,North,In-Store,Medium,2025-11-05,15607.59,Approved
27321,1580,Restaurant,West,Online,Medium,2025-08-29,1008.98,Declined
27322,2489,Restaurant,North,Online,Large,2026-01-19,780.88,Approved
27323,1219,Restaurant,South,Online,Small,2026-06-28,254.25,Approved
27324,2442,Retail,North,Online,Large,2026-01-19,1977.69,Approved
27325,1378,Grocery,North,In-Store,Large,2025-10-21,2690.7,Approved
27326,2749,Restaurant,South,In-Store,Small,2025-09-18,2581.73,Approved
27327,1929,Fuel,North,In-Store,Medium,2026-05-30,510.41,Approved
27328,2470,Grocery,South,Online,Medium,2025-12-21,412.31,Approved
27329,1963,Retail,East,In-Store,Small,2025-08-07,1837.95,Approved
27330,2169,Travel,South,In-Store,Medium,2026-06-06,8021.75,Approved
27331,1232,Travel,South,In-Store,Small,2026-04-20,4380.52,Approved
27332,2394,Travel,North,Online,Small,2025-11-22,1837.12,Approved
27333,1921,Electronics,East,Online,Medium,2026-03-24,7350.57,Approved
27334,1233,Restaurant,East,In-Store,Medium,2026-05-18,626.43,Approved
27335,1725,Grocery,East,Online,Medium,2026-05-11,1936.82,Approved
27336,1366,Restaurant,South,In-Store,Small,2026-06-02,1358.97,Approved
27337,1480,Retail,,Online,Small,2026-03-06,4094.59,Approved
27338,2596,Grocery,East,In-Store,Small,2026-04-06,667.61,Declined
27339,2386,Restaurant,North,In-Store,Small,2026-01-10,355.22,Approved
27340,1589,Restaurant,West,Online,Small,2025-07-09,541.44,Approved
27341,2534,Restaurant,East,Online,Medium,2025-09-14,893.97,Approved
27342,2118,Retail,East,Online,Medium,2025-12-03,6382.29,Approved
27343,2865,Grocery,South,Online,Medium,2025-12-31,1123.47,Approved
27344,1215,Fuel,South,In-Store,Small,2026-01-29,1195.02,Declined
27345,1724,Retail,East,Online,Medium,2025-11-04,630.25,Declined
27346,2839,Restaurant,West,In-Store,Small,2026-06-10,1462.07,Approved
27347,1711,Retail,West,Online,Medium,2025-11-19,1112.2,Approved
27348,2887,Restaurant,West,Online,Small,2025-07-01,325.32,Approved
27349,2566,Restaurant,East,Online,Small,2026-04-10,763.61,Approved
27350,2825,Travel,North,Online,Small,2026-04-08,10559.94,Declined
27351,2878,Electronics,East,Online,Medium,2026-04-21,3652.81,Approved
27352,1984,Electronics,North,Online,Small,2026-05-30,9390.98,Approved
27353,2158,Restaurant,East,Online,Medium,2026-03-10,1170.81,Approved
27354,2106,Restaurant,South,In-Store,Small,2025-09-05,1237.94,Approved
27355,1390,Retail,East,In-Store,Small,2026-01-06,524.83,Approved
27356,2070,Retail,East,In-Store,Small,2026-03-09,2642.95,Approved
27357,1391,Grocery,West,In-Store,Small,2025-08-08,1055.17,Approved
27358,1717,RETAIL,West,Online,Medium,2025-10-19,873.19,Declined
27359,1384,Restaurant,North,In-Store,Small,2026-05-11,1327.26,Approved
27360,1380,Retail,North,Online,Medium,2026-05-29,1150.5,Approved
27361,2100,Fuel,West,In-Store,Small,2026-05-29,1660.31,Approved
27362,2282,Travel,West,In-Store,Small,2025-10-12,20159.67,Approved
27363,2972,Electronics,North,In-Store,Small,2026-03-30,5473.64,Approved
27364,1603,Retail,East,In-Store,Small,2026-03-11,1315.57,Approved
27365,1933,Grocery,East,Online,Small,2025-08-05,761.26,Approved
27366,2970,Restaurant,West,In-Store,Small,2026-06-02,394.35,Approved
27367,1398,Grocery,West,Online,Medium,2026-06-05,1212.6,Approved
27368,1099,Electronics,East,Online,Medium,2026-05-20,3518.59,Approved
27369,2524,Restaurant,East,Online,Small,2026-04-27,1392.85,Approved
27370,1382,Restaurant,East,In-Store,Medium,2026-01-14,674.04,Approved
27371,1706,Retail,North,Online,Small,2026-06-15,1657.86,Approved
27372,2215,Grocery,East,Online,Small,2026-01-02,470.14,Approved
27373,2603,Grocery,South,In-Store,Large,2025-09-23,1167.34,Approved
27374,2924,Grocery,West,In-Store,Medium,2025-09-18,2505.5,Approved
27375,2777,Grocery,East,In-Store,Small,2026-04-29,3817.28,Approved
27376,2625,Travel,South,Online,Small,2026-06-26,8892.59,Declined
27377,2368,Travel,West,Online,Medium,2025-10-14,5929.17,Approved
27378,1009,Restaurant,North,In-Store,Small,2026-03-03,857.85,Approved
27379,1263,Restaurant,South,Online,Medium,2025-11-22,973.98,Approved
27380,2291,Retail,North,In-Store,Small,2025-08-12,1589.87,Approved
27381,1831,Grocery,East,In-Store,Small,2026-06-28,1676.54,Approved
27382,1629,Electronics,East,Online,Medium,2025-08-30,17568.77,Approved
27383,1761,Grocery,South,Online,Medium,2026-01-06,698.06,Declined
27384,2594,Retail,North,In-Store,Large,2026-05-18,1259.93,Declined
27385,1194,Retail,South,In-Store,Small,2025-11-25,2251.38,Declined
27386,1561,Retail,South,In-Store,Small,2026-04-15,719.2,Approved
27387,2430,Restaurant,North,In-Store,Medium,2026-03-11,1273.59,Approved
27388,2319,Travel,North,Online,Small,2026-06-27,3115.75,Declined
27389,2913,RESTAURANT,West,In-Store,Medium,2025-10-11,2167.59,Declined
27390,1096,Restaurant,West,Online,Small,2026-05-15,1849.71,Approved
27391,1461,Grocery,North,Online,Medium,2025-12-30,709.46,Approved
27392,2662,Restaurant,West,Online,Small,2026-03-08,94.53,Approved
27393,1757,Travel,South,Online,Medium,2025-07-25,7172.97,Declined
27394,1086,Grocery,West,Online,Large,2025-09-01,1111.84,Approved
27395,1990,Electronics,East,Online,Small,2025-10-17,11851.32,Approved
27396,1076,Restaurant,West,Online,Small,2025-12-23,661.43,Approved
27397,2912,Restaurant,East,In-Store,Medium,2025-08-16,580.49,Approved
27398,2739,Grocery,North,Online,Small,2025-09-21,1202.44,Approved
27399,2506,Retail,West,Online,Small,2025-09-14,1694.01,Approved
27400,2169,Electronics,West,In-Store,Small,2026-03-25,4239.37,Approved
27401,1660,Restaurant,North,In-Store,Small,2025-10-04,525.15,Approved
27402,2134,Travel,North,In-Store,Medium,2025-11-14,9644.3,Approved
27403,2664,Restaurant,East,Online,Small,2025-09-29,184.62,Approved
27404,1764,Retail,East,In-Store,Medium,2025-09-27,2503.96,Approved
27405,1677,Electronics,North,In-Store,Small,2026-01-14,5000.3,Approved
27406,2320,Grocery,West,In-Store,Small,2026-03-05,1438.23,Approved
27407,2449,Grocery,West,Online,Large,2026-05-30,691.51,Approved
27408,2672,Restaurant,West,Online,Small,2026-04-06,3254.27,Approved
27409,1790,Fuel,South,In-Store,Medium,2025-12-31,2738.9,Approved
27410,2357,Grocery,North,Online,Small,2025-12-22,2123.2,Approved
27411,2546,Restaurant,West,Online,Small,2025-08-02,598.64,Declined
27412,1582,Restaurant,West,Online,Small,2025-09-18,635.59,Approved
27413,1670,Restaurant,North,Online,Small,2025-11-24,321.25,Declined
27414,2751,Restaurant,East,Online,Small,2026-04-15,452.91,Approved
27415,1537,Fuel,North,In-Store,Small,2025-09-29,2796.03,Approved
27416,2821,Retail,South,In-Store,Large,2025-07-28,420.3,Approved
27417,2185,Retail,West,In-Store,Small,2026-03-18,328.68,Declined
27418,1429,Retail,East,Online,Medium,2026-03-16,318.9,Approved
27419,2637,Retail,West,In-Store,Small,2025-10-01,926.59,Approved
27420,2092,Restaurant,East,In-Store,Small,2025-08-31,1617.51,Approved
27421,1132,Restaurant,West,In-Store,Small,2026-05-28,1421.65,Approved
27422,1188,Restaurant,South,In-Store,Large,2025-08-30,492.76,Approved
27423,2746,Travel,South,In-Store,Medium,2025-07-26,13064.67,Declined
27424,2778,Retail,East,Online,Medium,2025-12-22,1958.83,Approved
27425,2701,Fuel,North,Online,Small,2026-01-20,1784.74,Approved
27426,2947,Retail,East,Online,Small,2026-01-04,317.09,Approved
27427,2945,Travel,,In-Store,Medium,2026-06-26,9601.58,Approved
27428,1572,Fuel,North,Online,Small,2026-03-01,382.15,Approved
27429,2897,Travel,South,In-Store,Small,2026-03-30,28507.58,Approved
27430,1278,Travel,West,In-Store,Medium,2025-11-05,18783.64,Approved
27431,2453,Retail,South,In-Store,Small,2026-04-02,824.76,Approved
27432,2648,Grocery,West,Online,Small,2025-12-18,695.62,Declined
27433,1541,Retail,East,Online,Medium,2025-07-22,743.71,Approved
27434,2858,Travel,West,In-Store,Small,2025-07-27,6172.19,Approved
27435,2184,Retail,North,In-Store,Small,2026-06-03,994.51,Approved
27436,1745,Travel,West,In-Store,Small,2026-05-20,13091.24,Approved
27437,1898,Electronics,North,In-Store,Small,2026-03-03,6658.9,Approved
27438,1452,Retail,South,Online,Small,2026-01-22,1008.98,Approved
27439,1888,Restaurant,North,Online,Medium,2025-07-29,1443.16,Approved
27440,1850,Travel,East,Online,Small,2025-12-29,8006.21,Declined
27441,1169,Fuel,West,In-Store,Large,2025-08-21,2218.72,Approved
27442,1829,Grocery,South,Online,Small,2025-09-12,2358.66,Approved
27443,1697,RETAIL,West,Online,Small,2025-07-29,1556.87,Approved
27444,2080,Fuel,East,In-Store,Small,2025-10-24,743.07,Approved
27445,2263,Retail,,In-Store,Medium,2025-12-11,7650.57,Approved
27446,1768,FUEL,East,In-Store,Small,2025-10-28,874.25,Approved
27447,1357,Restaurant,North,In-Store,Small,2026-06-16,473.36,Declined
27448,1200,Fuel,East,Online,Small,2026-04-28,660.7,Approved
27449,1443,Restaurant,West,Online,Small,2025-09-24,1127.19,Approved
27450,2860,Grocery,North,Online,Medium,2026-03-09,498.75,Approved
27451,1826,Grocery,North,In-Store,Medium,2025-11-10,395.24,Approved
27452,2325,Grocery,East,In-Store,Small,2025-07-03,426.23,Approved
27453,2129,Grocery,North,In-Store,Medium,2026-01-16,3537.1,Approved
27454,2825,Retail,South,Online,Small,2026-01-10,1462.01,Declined
27455,1100,Restaurant,West,Online,Small,2026-04-30,605.47,Approved
27456,2120,Retail,North,In-Store,Large,2025-09-03,250.2,Approved
27457,2688,Grocery,North,In-Store,Small,2026-01-21,736.97,Approved
27458,1937,Grocery,North,In-Store,Medium,2025-12-13,583.62,Approved
27459,1028,Restaurant,East,Online,Medium,2026-04-24,1240.11,Approved
27460,2529,Retail,South,In-Store,Large,2025-07-13,3549.63,Approved
27461,1664,Retail,West,In-Store,Medium,2026-05-20,1257.21,Approved
27462,2461,Grocery,East,In-Store,Large,2025-10-23,673.62,Declined
27463,2402,Electronics,East,In-Store,Medium,2026-04-17,1870.32,Approved
27464,1072,Restaurant,South,In-Store,Small,2025-11-26,611.37,Approved
27465,1253,Fuel,South,In-Store,Large,2025-09-28,2498.46,Approved
27466,2986,Fuel,South,In-Store,Medium,2026-05-18,743.83,Declined
